SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	
tueba-s85015-0	erzählen	Verfremdet wie durch eine Fehlbelichtung, erzählen sie vom Sturz durch irreale Räume und von geheimnisvollen rituellen Handlungen.	85607	*	*	*	82751	*	*	*	*	
tueba-s85521-2	machen	Also hat er 80mal' Commendant' geschrieben und gleich noch aus dem' C' ein' K' gemacht, so daß wir zum Schluß eine Schreibweise haben, die es bei Kleist gar nicht gibt.	*	78519	*	*	73302	*	*	*	*	
tueba-s85698-2	bleiben	' Der Ehemann leugnete anfänglich, von allen Seiten in die Enge getrieben, Suizidversuch( Kopfschuß) und blieb in der Folge auf einer Körperseite völlig gelähmt.	87005	*	*	*	85607	*	*	*	*	
tueba-s86011-2	lassen	Zwischen 7 und 9 Uhr morgens wird sichs schließlich bei der' Offenen Gesprächsrunde' recht angenehm plaudern lassen, bevor um 9 Uhr wieder' Der unentrinnbare Lautsprecher zuschlägt', beziehungsweise im Klick nebenan der' Krieg im Kino' in Form von einschlägigen Wochenschauen ausbricht, ein Ereignis, das sich an den folgenden Tagen noch mehrfach wiederholt.	*	*	*	*	76258	76258	*	*	*	
tueba-s86379-2	erzählen	Ich schweife ab, genußvoll, am liebsten würde ich natürlich auf France-Culture mein Leben erzählen-' Männer mal da, mal dort'-, aber ich bin schon dankbar, wenn ich den Sender störungsfrei empfange.	74296	*	*	*	74296	74296	*	*	*	
tueba-s86748-0	machen	' Aber auch die' nur` Gattinnen machten keine halben Sachen: nimm Carlyle, nimm Dürer- der von seiner' Agnes` langsam zu Tode gepiesackt wurde!	*	*	*	*	85607	*	78519	*	*	
tueba-s87094-1	lernen	Manager aus höchsten Führungspositionen, die kollektiv durch den Morast laufen und das Überleben in der freien Natur lernen wollen, das gibt es.	*	78848	*	*	73759	*	*	*	*	
tueba-s87660-2	beginnen	' Ist es nicht grotesk', rufen ihre Kritiker,' daß die ganze Welt diesem Datum, an dem der Zweite Weltkrieg begann, nachtrauert, während das schweizerische Militär es feiert?'	*	*	*	*	73621	73621	*	*	*	
tueba-s88192-0	beginnen	Nach seiner Flucht ins Exil begann er sofort auf internationaler Ebene für die Unabhängigkeit Namibias zu kämpfen.	*	*	*	*	73621	73621	*	*	*	
tueba-s88549-6	bleiben	Ihm ist es zu verdanken, daß sich Widersprüchliches, Provokantes und Fremdes, durchsetzen konnte, denn er glaubt fest daran, daß' mit der Kulturarbeit etwas nicht stimmt, wenn sie konfliktfrei bleibt'.	78519	*	*	*	82751	*	*	*	*	
tueba-s89596-3	weisen	Der Verdacht, hier habe sich die Regierungspartei gezielt beim VS bedient, war nicht von der Hand zu weisen und sollte durch die Parlamentarische Kontrollkommission( PKK) geklärt werden.	*	73264	*	*	73264	*	*	*	*	
tueba-s90576-1	beginnen	Er selbst sagt jedoch, daß sein wirkliches Leben erst am 16. Juli 1942 begann.	109385	*	*	*	109385	*	*	*	*	
tueba-s91395-2	bleiben	Wenngleich sich Rebmann mit diesen Todesschußphantasien nicht durchsetzen konnte, blieb er doch weiter auf Kurs.	145239	83526	*	*	83526	*	*	*	*	
tueba-s92263-1	kaufen	OSTLER LERNEN KAUFEN	*	82329	*	*	82329	*	*	*	*	
tueba-s92276-1	kaufen	Nein, hier gibt es fast alles zu kaufen, so daß man von einer Freiheit der Wahl oder gar freien Wahlen sprechen kann.	*	*	*	*	73646	89969	*	*	*	
tueba-s92504-0	entsprechen	Da aber seine Meinung zur Wurst nicht der Wahrheit entsprach, und ihm dies sehr wohl auch bekannt war, mußte sich Rudolf S. am Donnerstag vor dem Bremer Amtsgericht verantworten.	73302	*	*	*	87005	*	*	*	*	
tueba-s92664-3	sagen	Die Hoffnung, die ich mit meinem Buch verknüpfe, ist die, daß gerade Kritikerinnen der Reproduktionstechnologien ein bißchen mehr Verständnis dafür aufbringen und nicht einfach sagen: Die Frauen sollen doch damit aufhören.	*	*	*	*	73621	73621	73621	*	*	
tueba-s93128-2	machen	Nun hat Sarney also endlich einen Kandidaten, der sich öffentlich als Freund des Präsidenten deklariert und der zudem mehr Prozente zu machen verspricht als Chavez, der für die Regierungspartei ins Rennen geht.	77273	*	*	*	77273	*	*	*	*	
tueba-s93199-2	machen	Der Sabbath untersagt das Trauern, und Kohl kann nun den kommenden Dienstag zu seinem Sabbath machen.	129655	77553	*	*	*	*	*	*	*	
tueba-s93409-1	machen	Cornelius Noack, stellvertretender Vorsitzender des Energiebeirates, hielt zwar eine Festlegung des Datums 1991 nicht für notwendig, machte allerdings klar, daß, wenn überhaupt, dann 1991 gebaut werden müsse.	77273	77273	*	*	*	*	*	*	*	
tueba-s93639-1	machen	In seiner Aussage vor der Staatsanwaltschaft behauptet Tilgner später, während er Schmücker noch Mut gemacht habe, sei parallel bereits an den Thesen, mit denen dann Schmückers Todesurteil begründet werden sollte, gebastelt worden.	89969	73680	*	*	*	*	*	*	*	
tueba-s93906-2	nutzen	Ein Vertragswerk, unterzeichnet in' der Erkenntnis, daß es im Interesse der ganzen Menschheit liegt, die Antarktis für alle Zeiten ausschließlich für friedliche Zwecke zu nutzen und nicht zum Schauplatz oder Gegenstand internationaler Zwietracht werden zu lassen'.	89970	89969	*	*	*	*	*	*	*	
tueba-s93993-1	kaufen	' Ich zumindest werfe jetzt erst einen Blick aufs Etikett, bevor ich Textilien kaufe', meint Faserinstitutsleiter Harig.	78962	78962	*	*	*	*	*	*	*	
tueba-s94729-7	machen	' Ich halt mich fest hier, bis mich kalt/ dieser verhaßte Vogel krallt/ und zerrt mich übern Rand/ dann bin ich der preußische Ikarus/ mit grauen Flügeln aus Eisenguß/ dann tun mir die Arme so weh/ dann flieg ich hoch- dann stürz ich ab/ mach bischen Wind- dann mach ich schlapp/ am Geländer über der Spree.'	109385	83513	*	*	*	*	*	*	*	
tueba-s95232-1	sagen	Die angestammte Heimat der Walser ist, wie schon der Name sagt, das Wallis in der Schweiz.	129657	82307	*	*	*	*	*	*	*	
tueba-s95479-3	scheinen	In dieselbe Richtung wies der im Abschlußkonzert von Gottwald und Holliger selbst geleitete Scardanelli-Zyklus wie in Becketts imaginärem Käfig die Jahreszeiten vorbeistreichen, während nichts mehr zu gehen scheint, so auch hier in Hölderlins Turm.	73680	89969	*	*	*	*	*	*	*	
tueba-s97370-0	scheinen	Die Erfahrungen deutscher Schriftsteller im Exil scheinen vergessen.	*	74628	*	*	*	74628	*	*	*	
tueba-s98539-2	machen	Ich glaube, wir wollten mit Appearance And The Park eigentlich eine Pop-Platte machen.	*	78741	*	*	*	*	78848	*	*	
tueba-s99021-0	geben	Einen Gegenkandidaten gab es nicht.	*	80813	*	*	*	80844	*	*	*	
tueba-s99662-2	lassen	Zudem hätten Konjunkturunterschiede zwischen den USA, Japan und Deutschland sowie die beispiellos niedrigen Zinssätze lange unverhältnismäßig hohe Kapitalzuflüsse nach Asien schwappen lassen.	*	73584	*	*	*	*	73530	*	*	
tueba-s100288-2	beginnen	Sie soll ihren Bericht während der laufenden Sitzungsperiode des Parlaments vorlegen, die am 3. Juni begann.	76087	76087	*	*	*	*	*	*	*	
tueba-s100796-0	suchen	Leidende Künstlerseele auf der ständigen Suche nach authentischem Ausdruck sucht Hörer, Seelenverwandtschaft zwischen Sender und Empfänger wird vorausgesetzt.	*	82842	*	*	*	*	82842	*	*	
tueba-s101178-0	bleiben	Die Untersuchung bleibt an der Oberfläche des Geschehens, Aufschluß über die Hintergründe der Umwälzungen, die das Land momentan durchmacht, erhält der Leser nicht.	*	74296	*	*	*	74296	*	*	*	
tueba-s102711-2	machen	Berlin( taz)- Der britische Umweltminister Michael Meacher hat das Ziel hoch gesteckt: Die EU mache sich international zum' Gespött', wenn es ihr nicht gelänge, sich heute und morgen auf dem EU-Gipfel im englischen Badeort Cardiff über die Lastenaufteilung im Klimaschutz einig zu werden.	78959	78960	*	*	*	*	*	*	*	
tueba-s102954-1	scheinen	Während im Inneren der Fußballstadien bislang sämtliche Begegnungen friedlich abliefen, schien eine Fortsetzung der Gewalt auf der Straße gestern nicht ausgeschlossen.	77698	77698	*	*	*	*	*	*	*	
tueba-s103250-3	finden	Sehr schön kommt auch die Vernissage mit Bildern eines Malers, der gerade fünf Jahre im Knast verbracht hat: Das finden alle tres chic, Bussi hier und Bussi da, und:	87005	85607	*	*	*	*	*	*	*	
tueba-s174-5	finden	Nimmst du mein Tier, nehm ich deins: Unter diesem segensreichen Motto koordiniert der Bremer Tierschutzverein auch heuer wieder die Selbsthilfeorganisa-tion von Wellensittichzüchtern und Hundehaltern während Herrchens Fahrt nach Italien, wo ferienmachende Sittiche gern im gerupften Dutzend frittiert werden und Möpse als Carnigglio im haschierten Zustand zu Teigwaren Verwendung finden.	*	77485	*	*	*	77499	*	*	*	
tueba-s261-2	finden	Und das ist eine einmalige Chance, mal eine andere, aufgeklärte, weltbürgerliche Variante der Türkei kennenzulernen, findet der Bürgermeister.	77485	77485	*	*	*	*	*	*	*	
tueba-s911-0	bleiben	Die Tür zu Großunternehmen bleibt dann meist verschlossen.	*	77485	*	*	*	77499	*	*	*	
tueba-s972-0	bleiben	Karlsruhe( AP)- Das im brandenburgischen Chossewitz gelegene Gut des früheren Kammersängers Lauritz Melchior bleibt Eigentum des Bundes.	77273	77273	*	*	*	*	*	*	*	
tueba-s2373-0	schreiben	Über die Ankunft des Albaner-Führers Rugova in Rom schreibt' La Stampa' aus Turin: Wie auch immer Rugova und seine jüngsten Auftritte bewertet werden, zwischen dem Pritina der ethnischen Säuberung und dem Belgrad der serbischen Macht war er einer der Protagonisten der Krise und der Kosovo-Tragödie.	*	78848	*	*	*	78741	*	*	*	
tueba-s2900-1	lassen	Wenn die' Apaches' tief genug fliegen, lassen sie sich mit schultergestützen Luftabwehrraketen oder mit Maschinengewehren vom Himmel holen.	76087	76087	*	*	*	*	*	*	*	
tueba-s3170-3	lassen	Somit kann man ihnen nur schwerlich ein sozialistisch verseuchtes Nato-Feindbild vorwerfen, wie es sich derzeit jede kriegskritische Stimme aus dem Osten gefallen lassen muß.	*	76271	*	*	*	*	76271	*	*	
tueba-s3651-2	finden	Sie will das Leben ausprobieren, sich selbst finden; wie so viele in dieser Zeit.	*	89969	73680	*	*	*	*	*	*	
tueba-s3691-0	bleiben	als verspielte Farce jedoch bleibt er ein Glückstreffer.'	82842	1	*	*	*	*	*	*	*	
tueba-s3960-0	lieben	Bremens Bürgermeister liebt Wahlplakate nicht.	75583	85607	*	*	*	*	*	*	*	
tueba-s4036-0	sagen	Der Sprecher des UN-Flüchtlingshilfswerks( UNHCR), Kris Janowski, sagte gestern in Genf, es gebe immer neue Berichte von Erschießungen und Mißhandlungen durch serbische Sicherheitskräfte.	*	76442	*	*	*	76442	*	*	*	
tueba-s4694-0	stellen	Unter den Überlebenden auch die sechs Zeugen, die sich dem Film von Mona Botros nun zur Verfügung stellen.	*	78741	*	*	*	78848	*	*	*	
tueba-s5004-2	geben	Sie hätten sich den Beamten eindeutig als Pressevertreter zu erkennen gegeben, heißt es in dem von Journalisten und Fotografen von Berliner Kurier, junger Welt,' Spiegel TV', Welt und Stern unterzeichneten Schreiben.	*	76528	*	*	*	*	76528	*	*	
tueba-s5463-0	mögen	' Ich möchte, daß im Metropol-Theater wieder klassische und zeitgenössische Operette gespielt wird', sagte Radunski.	82329	82329	*	*	*	*	*	*	*	
tueba-s7166-5	ermöglichen	Die beiden Außenseiter tun sich zusammen und machen gemeinsam ihr jeweiliges Defizit wett: Kevin bringt Max mit einem Buch über die Artus-Legende das Lesen bei und stärkt das Selbstvertrauen des traurigen Riesen, und Max trägt Kevin fortan auf seinen starken Schultern herum und ermöglicht ihm auf diese Weise sogar, beim Basketball mitzumachen- aus zwei Jungen mit Handicap wird so ein neues, starkes und intelligentes Wesen, ein edler Ritter mit dem Namen' Freak, the Mighty'.	73759	78848	*	*	*	78741	78741	*	*	
tueba-s7368-0	schreiben	Mein Ex-Freund schreibt ein' Kriegstagebuch': Er hat mir per e-mail einige Einträge geschickt.	*	75278	*	*	*	*	75278	*	*	
tueba-s7391-2	kaufen	Löwenzahn wächst empörenderweise im Staub vor dem Denkmal, und' den Russen' haben die Amis einfach gekauft	73302	73302	*	*	*	*	*	*	*	
tueba-s7579-3	erzählen	Meist erhält bei verschiedenen Fassungen nur eine einzige die Ehre, in den Werkkatalog eines Künstlers aufgenommen zu werden, erzählt Andreas Kreul, der Kurator der 'Doppelgänger'-Ausstellung in der Kunsthalle.	*	73621	*	*	*	73621	*	*	*	
tueba-s7925-2	vergessen	Und weil es das erste hochklassige Rennen der Saison auf deutschem Boden war, vor rund einer halben Million Zuschauern am Streckenrand, hat Zabel sogar die Tränen der Enttäuschung vergessen, die er vergossen hatte, als er im März um drei Radlängen die Jahrhundertchance verpaßt hatte: Zabel wäre der erste Rennfahrer gewesen, der den Weltcup-Auftakt Mailand - San Remo das dritte Mal in Folge gewonnen hätte.	77273	129655	*	*	*	*	*	*	*	
tueba-s9036-2	brauchen	Aber dieses Versprechen wurde nicht eingehalten, so daß wir mehr Beamte brauchen.	82307	82307	*	*	*	*	*	*	*	
tueba-s9263-0	entsprechen	Die Summe für den Haushalt 2000 entspreche schon den gesamten Mitteln, die dieses Jahr für die Sanierung von Schul- und Sportanlagen zur Verfügung stehe, so Schreyer.	*	73584	*	*	*	*	73584	*	*	
tueba-s9907-1	machen	Dies habe den jugoslawischen Präsidenten nachdenklich gemacht, berichtet ein Teilnehmer des Gesprächs.	*	73621	*	*	*	73621	73621	*	*	
tueba-s10776-1	stellen	Diese Funktion Europas habe die Wirtschafts- und Währungsunion unter Beweis gestellt.	*	78741	*	*	*	78848	*	*	*	
tueba-s11156-0	lernen	Was man in dieser Situation vor allem lernt, ist Neid auf die Rechten.	82764	76087	*	*	*	*	*	*	*	
tueba-s11165-3	lernen	Und auf diese koloniale Ordnung, geben wir es zu, müssen wir insgeheim hoffen, weil wir es nicht gelernt haben, den Konflikt der Kulturen anders als kolonial zu denken.	77245	78334	*	*	*	*	*	*	*	
tueba-s11178-0	lernen	Wer lernt, und zwar in jeder Situation lernt, das heißt nicht nur gelernt hat, ist kalt.	76258	76258	*	*	*	76258	*	*	*	
tueba-s11478-3	finden	' Wir haben ja schon mit dem Finale gegen Auxerre bewiesen, daß dieser Wettbewerb attraktiv ist', findet Spies.	77245	77245	*	*	*	*	*	*	*	
tueba-s12508-1	sagen	' Das ist aber auch eine Gefahr', sagt sie,' denn das macht die Leute apathisch.	82329	77422	*	*	*	*	*	*	*	
tueba-s12980-1	ermöglichen	Aber Tito habe auch die Bundesverfassung von 1974 ermöglicht, nach der die Republiken ein Sezessionsrecht gehabt hätten.	87005	78519	*	*	*	*	*	*	*	
tueba-s13442-0	geben	Im Grunde gebe es nämlich' gar nicht die Sozialdemokraten', so Neumeyers Erfahrung: Viele wollten das Gleiche wie die CDU.	78687	82842	*	*	*	*	*	*	*	
tueba-s13957-2	verwenden	Außerdem, so Axel Singhofen, Giftstoff-Experte von Greenpeace in Brüssel, sollte die Bestimmung nur sechs Phtalate betreffen- hauptsächlich solche, die gar nicht in Spielzeug verwendet werden.	*	76271	*	*	*	*	76054	*	*	
tueba-s14060-3	bleiben	Wer nun auf CDU-Seite die Absprache mit Scherf getroffen haben soll, bleibt unklar.	73680	73646	*	*	*	*	*	*	*	
tueba-s14121-1	schreiben	Die Verkleinerung der Bürgerschaft hat sich die AfB als zentrales Wahlkampfthema auf die Fahnen geschrieben.	109385	109388	*	*	*	*	*	*	*	
tueba-s14222-2	machen	Nun ist es passiert: Die Betreiberfirma des Musicals Jekyll & Hyde macht der PDS Beine, weil das Wahlplakat dem Design des Musical-Logos nachempfunden ist.	76258	76258	*	*	*	76258	*	*	*	
tueba-s14449-0	entsprechen	Der Vorschlag der Bremer Senatorin Lemke-Schulte entspreche lediglich dem stand der Technik von 1982, hieß es 1989.	73680	89969	*	*	*	*	*	*	*	
tueba-s14538-4	sagen	Ob die praktisch fertige Anlage in diesem Jahr in Betrieb genommen werden sollte, hatte der Grünen-Politiker jedoch nicht gesagt.	*	77698	*	*	*	*	77698	*	*	
tueba-s15182-0	betreffen	' Der Krankenhausplan betrifft jeden in Berlin.	77553	77553	*	*	*	*	*	*	*	
tueba-s15969-1	suchen	In Moskau will Chirac nach Wegen aus dem Krieg suchen.	*	129655	*	*	*	*	82307	*	*	
tueba-s15980-0	sagen	Vielmehr sage er' ganz besonders den jungen Generationen, die den Krieg nicht kennengelernt haben', daß der Kampf von heute exemplarisch sei.	73680	89970	*	*	*	*	*	*	*	
tueba-s16238-0	arbeiten	Auch deshalb arbeite ich schließlich hier.'	*	77485	*	*	*	77485	*	*	*	
tueba-s17424-0	machen	Doch was sie groß gemacht hatte, machte sie auch wieder klein: Im Herbst 1990 rebellierten ihre Minister gegen ihren selbstherrlichen Führungsstil.	78334	77245	*	*	*	*	*	*	*	
tueba-s18159-0	scheinen	Jetzt scheint die polnische Regierung einen Überraschungscoup zu planen.	73680	89969	*	*	*	*	*	*	*	
tueba-s18398-1	finden	Er sieht sich alles an und findet es so gerade gar nicht modern.	*	112174	*	*	*	*	78962	*	*	
tueba-s19135-2	finden	Schon im letzten Jahr hatten Aufrufe der Demoleitung, Ketten zu bilden, kaum Resonanz gefunden.	77485	77485	*	*	*	*	*	*	*	
tueba-s19266-0	mögen	Gesine Schwan möchte einen Campus nach amerikanischen Vorbild und Zusammenhalt und Kommunikation aller Mitglieder der Uni stärken	78334	77245	*	*	*	*	*	*	*	
tueba-s19764-0	lieben	Männer, die Fahrräder lieben.'	*	76528	*	*	*	*	141358	*	*	
tueba-s19992-0	scheinen	Einen Ausweg schien die militärische Überlegenheit der Nato, der Glaube an die Perfektion der Technik zu bieten.	*	73584	*	*	*	*	73584	*	*	
tueba-s20284-1	feiern	Wir gingen zusammen auf Rockkonzerte, wir feierten zusammen das Brückenfest, wir feierten zusammen mit 15 Leuten und ebenso vielen Flaschen Wodka in einem zehn Quadratmeter großen Zimmer einen 30. Geburtstag.	82307	82307	*	*	*	*	*	*	*	
tueba-s20677-2	sagen	Die Beschwerde gegen den VerwG-Beschluß würde noch im Lauf des gestrigen Tages beim OVG eingereicht, sagte der NPD-Pressesprecher Klaus Beier.	73621	73621	*	*	*	73621	*	*	*	
tueba-s20686-2	ermöglichen	Deshalb sollte der Bremer Innensator sich am Rande des Bundesrats heute dafür einsetzen, daß im Rahmen von Familienzusammenführung die weitere Aufnahme von Kosovo-Vertriebenen ermöglicht wird.	78741	78741	*	*	*	*	*	*	*	
tueba-s21148-0	glauben	' Ich glaube, jetzt lassen wir wirklich nichts mehr anbrennen', droht der Rückraumspieler:	82329	82329	*	*	*	*	*	*	*	
tueba-s21192-0	brauchen	Trotz heftiger Dementi: Der HSV braucht die Qualifikation fürs internationale Geschäft.	*	89969	73680	*	*	*	*	*	*	
tueba-s21854-1	nutzen	Die Ansätze für eine politische Reform müssen in dieser Regierung tatsächlich genutzt werden.	73967	73967	*	*	*	*	*	*	*	
tueba-s22330-2	wohnen	' Überlegen Sie, ob Sie nicht Platz haben, um eine oder mehrere Personen bei sich wohnen zu lassen.'	83526	83526	*	*	*	*	*	*	*	
tueba-s22605-0	glauben	Glaubt man den Ankündigungen des Oberhausener Presseamtes, dann eröffnet das geplante Projekt' Neue Mitte Oberhausen', das eine Einkaufs- und Freizeitanlage auf einem etwa 60 Fußballfelder großen ehemaligen Thyssen-Gelände umfaßt, der Revierstadt rosige Zukunftsaussichten.	76229	76229	*	*	*	*	*	*	*	
tueba-s22982-0	suchen	Verunglückte Einigung und neuerliche Spaltung suchen sich ein Ventil.	*	78618	*	*	*	*	78618	*	*	
tueba-s24180-2	machen	» Am besten, Sie überreichen dem potentiellen Käufer gleich eine Mängelliste und weisen ihn darauf hin, was in der Wohnung alles gemacht werden müßte«.	*	78687	*	*	*	*	82842	*	*	
tueba-s24575-0	schreiben	An die' sehr geehrten Kolleginnen' Gärtner, Uhl und Trüpel schrieb der Senator.	*	112174	*	*	*	*	82842	*	*	
tueba-s24672-4	verwenden	Ein Kollektorrahmen aus Aluminium darf eben nicht mit einer Bierdose verglichen werden, denn eine optimale Solaranlage liefert z.B. in 20 Betriebsjahren 20 mal soviel Energie wie für ihre Herstellung verwendet wurde.	78519	85607	*	*	*	*	*	*	*	
tueba-s24679-0	bleiben	In der Zwischenzeit bleibt dann alles beim Alten: Der Drogenstrich bleibt in der Friesen- und Humboldtstraße, die Junkies und Dealer teilen sich das Gebiet zwischen Brunnenstraße und Mozartstraße.	76258	129218	*	*	*	76258	*	*	*	
tueba-s26760-0	lassen	Läßt sich Blei damit als postmoderner Autor vereinnahmen?	77245	77245	*	*	*	*	*	*	*	
tueba-s26821-0	feiern	Die Ausstellung feiert die individuellen Weltentwürfe, solange sie nicht ins wirkliche Geschehen eingreifen.	83526	83526	*	*	*	*	*	*	*	
tueba-s28386-2	nutzen	Und hat gar keine schlechten Gründe: Das Grundstück wird derzeit als Firmenparkplatz und Wendeplatz für LKWs genutzt.	77553	77553	*	*	*	*	*	*	*	
tueba-s28534-0	bleiben	Doch die Experten der SPD blieben skeptisch.	76258	76258	*	*	*	76258	*	*	*	
tueba-s29349-2	vergessen	Boris, dem sein Auge auch immer noch weh tut, charakterisiert eine solche Haltung mit dem Kommentar:' Nichts vergessen und nichts gelernt!'	82842	82842	*	*	*	*	*	*	*	
tueba-s29632-3	finden	Die aber speiste sie ab mit dem lapidaren Verweis, daß derzeit in Bonn an einem' Kriegsfolgenbereinigungsgesetz' gearbeitet werde, in dem auch Inhaftierte und Deportierte aus den ehemaligen deutschen Ostgebieten Berücksichtigung finden sollen.	*	76528	*	*	*	*	141358	*	*	
tueba-s30075-2	finden	Doch halt, in einem Raum, der ansonsten von der Architektursammlung bespielt wird, findet man eine Arbeit von Raffael Rheinsberg, eine akribisch geordnete Sammlung von Apparaten, Schildern und Kleidungsstücken eines ehemaligen Kontrollpunktes: Einreise, Februar 1990.	82764	76087	*	*	*	*	*	*	*	
tueba-s32670-0	bleiben	Auch der Kommunistischen Partei blieb er treu.	75047	75047	*	*	*	*	*	*	*	
tueba-s32957-0	lernen	Und Bridge lernen ist auch gar nicht schwer.	89970	89969	*	*	*	*	*	*	*	
tueba-s33096-0	glauben	Ich glaube kaum, denn von ihrem demokratischen Auftrag beseelte, gottesfürchtige bayerische Polizeibeamte wollten die Staatsgäste aus aller Welt doch nur vor Chaoten, Randalierern und Extremisten beschützen.	77499	77485	*	*	*	77485	*	*	*	
tueba-s33642-0	weisen	Sie wies den Weg in einen Hinterhof der Contrescarpe.	*	74628	*	*	*	*	74628	*	*	
tueba-s33931-3	verwenden	Oder neulich stießen wir auf eine Art Lautsprecher am Stiel und dachten erst, das sei vielleicht zum Wäschestampfen verwendet worden.	89969	89969	*	*	*	*	*	*	*	
tueba-s34043-0	bleiben	Das bleibt allerdings auch der einzige' optimale Schutz' für die Junkiefrauen.	77891	82307	*	*	*	*	82307	*	*	
tueba-s34572-2	schreiben	Sogar SED-Chef Honecker wurde von der Stasi abgehört, schreibt der ehemalige Modrow-Mitarbeiter, Karl-Heinz Arnold, in seinem neuesten Buch.	77273	129655	*	*	*	*	*	*	*	
tueba-s35269-1	lernen	Zu Zeiten des Parteistaates haben wir die Menschenrechte gelernt, um uns den westlichen Demokratien annähern zu können.	82842	82842	*	*	*	*	*	*	*	
tueba-s35355-0	brauchen	' Den brauchen wir nie wieder sehen'	73302	85607	*	*	*	*	*	*	*	
tueba-s35463-0	glauben	Ich glaube, es war die große Liebe zwischen den beiden.	*	84160	*	*	*	*	84160	*	*	
tueba-s36046-5	betreffen	So ist es denn auch kein Wunder, daß im Zentrum der' Four Essays on Liberty', die zuerst 1969 erschienen sind und jetzt erstmals in deutscher Übersetzung vorliegen, eine systematische und historisch folgenschwere' Begriffsverwirrung' steht, die das Wort' Freiheit' betrifft und die der Ideenhistoriker richtigzustellen beansprucht.	77891	82307	*	*	*	*	*	*	*	
tueba-s37862-1	zahlen	Die nächsten LehrerInnengehälter könnten nun nur noch mit einem Kredit gezahlt werden-' aber wer zahlt dafür die Zinsen?', fragt sich von Glahn.	82307	82307	*	*	*	*	*	*	*	
tueba-s37912-1	machen	Besonderen Spaß hat den fünf hauptamtlichen Angestellten der Wirtschaftskammer ihre Arbeit sowieso nicht mehr gemacht.	73302	85607	*	*	*	*	*	*	*	
tueba-s38193-4	mögen	Die Ortsvereinsvorsitzenden saßen dabei und hörten es und verstanden: eine neuerliche Niederlage bei dem Versuch der politischen Karriere will sich der Professor, der seinen eigentlichen Beruf offenbar nicht mag, wohl ersparen.	129218	129218	*	*	*	76258	*	*	*	
tueba-s38242-0	finden	Erst als bei einer Durchsuchung des neuen Wohnsitzes des 33jährigen Schmuck der Opfer gefunden wurde, legte der Verhaftete ein umfassendes Geständnis ab.	82764	76087	*	*	*	*	*	*	*	
tueba-s38286-0	scheinen	Eigensinnigkeit scheint den Gegenständen zu eigen und der Kampf mit dem Objekt beginnt.	*	78848	*	*	*	78741	*	*	*	
tueba-s38369-0	behaupten	Arschgesichter allerdings behaupten, es sei extrem einfach und puppig, eine Zeitung aus Luftschlangen zu machen.	73329	73312	*	*	*	*	*	*	*	
tueba-s38369-2	machen	Arschgesichter allerdings behaupten, es sei extrem einfach und puppig, eine Zeitung aus Luftschlangen zu machen.	76087	82764	*	*	*	*	*	*	*	
tueba-s38699-2	sagen	' Ich selbst habe die Forderung mehrfach gehört', sagt er.	77245	77245	*	*	*	*	*	*	*	
tueba-s39317-4	ändern	' Gott, gib mir die Gelassenheit, Dinge hinzunehmen, die ich nicht ändern kann, den Mut, Dinge zu ändern, die ich ändern kann, und die Weisheit, das eine vom anderen zu unterscheiden.'	76258	76258	*	*	*	76258	*	*	*	
tueba-s39325-0	suchen	Die Polizei suchte und fand keinen Täter.	78519	78519	*	*	*	*	*	*	*	
tueba-s41379-0	bleiben	Doch bleiben die BesucherInnen des' Indischen Lichterfestes' am Samstag abend im Übersee-Museum ordnungsgemäß auf ihren Stühlen sitzen.	*	76528	*	*	*	76528	*	*	*	
tueba-s42130-2	zahlen	' Wir haben uns das Geld vom Mund abgespart, und als wir nicht mehr zahlen konnten, wurden wir wie ausgewrungene Putzlappen in die Ecke gefeuert.'	129656	77553	*	*	*	*	*	*	*	
tueba-s42295-0	beginnen	Frankfurt/ Oder( dpa)- Wegen des Verdachts der Mißhandlung von vietnamesischen Schwarzhändlern in Bernau beginnt am 17. Januar ein zweiter Prozeß gegen Polizeibeamte.	*	85727	*	*	*	*	85727	*	*	
tueba-s42531-2	danken	Zwar versicherte Mauer, daß das Unternehmen nach wie vor nicht an der Integrität der Weltranglistenersten zweifele, und Opel-Aufsichtsrat Hans Wilhelm Gäb dankte ihr nach Unternehmensangaben für die jahrelange Partnerschaft.	*	75039	*	*	*	*	75039	*	*	
tueba-s43315-1	behaupten	' Die schützen sogar vor Aids', behauptet Piotrowicz.	*	141358	*	*	*	*	141358	*	*	
tueba-s43856-2	schreiben	Und haben uns Deutsche mit Gewalt gezwungen, deutsch zu schreiben?	*	73584	*	*	*	*	73530	*	*	
tueba-s43915-0	schreiben	Sie schreibt auf deutsch und auf japanisch.	*	77698	*	*	*	*	77698	*	*	
tueba-s44243-4	machen	' Es könnte alles so einfach sein', hat jemand mit dicken Buchstaben über einen Treppenabsatz gemalt und dahinter zwei Ausrufezeichen gemacht.	77245	77245	*	*	*	*	*	*	*	
tueba-s44355-2	nutzen	Der läßt sich bekanntlich kein Spielzeug entgehen und nutzte bei der gestrigen Pressevorführung die Gelegenheit, auf dem imaginären Führersitz des Transrapid die märkische Landschaft an sich vorbeihuschen zu lassen.	*	73621	*	*	*	73621	*	*	*	
